row_index,round,codes,has_disagreement,similarities,divergence_analysis,correct_code,sim_Ava_Ben,sim_Ava_Cam,sim_Ben_Cam
225,2,"{'Ava': 'GT', 'Ben': 'WCT', 'Cam': 'Other'}",True,"{('Ava', 'Ben'): 0.40025460720062256, ('Ava', 'Cam'): 0.2438916116952896, ('Ben', 'Cam'): 0.04117885231971741}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'GT', 'Ben': 'WCT', 'Cam': 'Other'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'GT', 'unique_terms': ['group']}, {'agent': 'Cam', 'code': 'Other', 'unique_terms': ['provide', 'presence', 'provide specific', 'speaker', 'presence speaker']}], 'shared_keywords': [{'term': 'addressing', 'agents': ['Ava', 'Ben']}, {'term': 'class', 'agents': ['Ava', 'Ben']}], 'agent_keywords': {'Ava': ['group', 'class', 'addressing'], 'Ben': ['class', 'addressing'], 'Cam': ['speaker', 'provide specific', 'provide', 'presence speaker', 'presence']}}",GT,0.40025460720062256,0.2438916116952896,0.04117885231971741
225,3,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 1.0000001192092896, ('Ava', 'Cam'): 0.46022477746009827, ('Ben', 'Cam'): 0.46022477746009827}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",GT,1.0000001192092896,0.46022477746009827,0.46022477746009827
226,1,"{'Ava': 'NONE', 'Ben': 'Other', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.6744121313095093, ('Ava', 'Cam'): 0.3908897042274475, ('Ben', 'Cam'): 0.3485814929008484}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'NONE', 'Ben': 'Other', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'NONE', 'unique_terms': ['instance frustration', 'instance', 'action', 'individual single']}, {'agent': 'Ben', 'code': 'Other', 'unique_terms': ['teacher addressing', 'interaction', 'teacher', 'group']}], 'shared_keywords': [{'term': 'addressing', 'agents': ['Ben', 'Cam']}, {'term': 'class', 'agents': ['Ava', 'Cam']}], 'agent_keywords': {'Ava': ['class', 'instance frustration', 'instance', 'individual single', 'action'], 'Ben': ['teacher addressing', 'teacher', 'interaction', 'group', 'addressing'], 'Cam': ['class', 'addressing']}}",Other,0.6744121313095093,0.3908897042274475,0.3485814929008484
226,2,"{'Ava': 'Other', 'Ben': 'NONE', 'Cam': 'NONE'}",True,"{('Ava', 'Ben'): 0.6050926446914673, ('Ava', 'Cam'): 0.6332979202270508, ('Ben', 'Cam'): 0.5265769958496094}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'Other', 'Ben': 'NONE', 'Cam': 'NONE'}, 'unique_keywords': [{'agent': 'Cam', 'code': 'NONE', 'unique_terms': ['teacher', 'single']}], 'shared_keywords': [{'term': 'class', 'agents': ['Ava', 'Cam']}, {'term': 'indicates teacher', 'agents': ['Ava', 'Ben']}, {'term': 'text', 'agents': ['Ava', 'Ben', 'Cam']}, {'term': 'teacher addressing', 'agents': ['Ben', 'Cam']}, {'term': 'addressing single', 'agents': ['Ava', 'Ben']}, {'term': 'indicates', 'agents': ['Ava', 'Ben']}], 'agent_keywords': {'Ava': ['indicates teacher', 'indicates', 'class', 'addressing single', 'text'], 'Ben': ['indicates teacher', 'indicates', 'addressing single', 'text', 'teacher addressing'], 'Cam': ['class', 'text', 'teacher addressing', 'teacher', 'single']}}",Other,0.6050926446914673,0.6332979202270508,0.5265769958496094
226,3,"{'Ava': 'NONE', 'Ben': 'WCT', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.1873328536748886, ('Ava', 'Cam'): 0.1873328536748886, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'NONE', 'Ben': 'WCT', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'NONE', 'unique_terms': ['teacher', 'suggesting', 'suggesting codebook', 'teacher addressing', 'single instance']}], 'shared_keywords': [{'term': 'addressing', 'agents': ['Ben', 'Cam']}, {'term': 'class', 'agents': ['Ben', 'Cam']}, {'term': 'class addressing', 'agents': ['Ben', 'Cam']}], 'agent_keywords': {'Ava': ['teacher addressing', 'teacher', 'suggesting codebook', 'suggesting', 'single instance'], 'Ben': ['class addressing', 'class', 'addressing'], 'Cam': ['class addressing', 'class', 'addressing']}}",Other,0.1873328536748886,0.1873328536748886,1.0000001192092896
227,1,"{'Ava': 'WCT', 'Ben': 'NONE', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.6123343110084534, ('Ava', 'Cam'): 0.529177725315094, ('Ben', 'Cam'): 0.29088830947875977}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'WCT', 'Ben': 'NONE', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'WCT', 'unique_terms': ['present']}, {'agent': 'Ben', 'code': 'NONE', 'unique_terms': ['group action', 'group', 'action']}], 'shared_keywords': [{'term': 'teacher', 'agents': ['Ava', 'Ben']}, {'term': 'addressing', 'agents': ['Ava', 'Cam']}, {'term': 'class', 'agents': ['Ava', 'Cam']}, {'term': 'text', 'agents': ['Ava', 'Ben']}], 'agent_keywords': {'Ava': ['teacher', 'class', 'addressing', 'present', 'text'], 'Ben': ['teacher', 'group action', 'action', 'group', 'text'], 'Cam': ['class', 'addressing']}}",GT,0.6123343110084534,0.529177725315094,0.29088830947875977
227,2,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'GT'}",True,"{('Ava', 'Ben'): 0.6708782911300659, ('Ava', 'Cam'): 0.44321808218955994, ('Ben', 'Cam'): 0.5157232284545898}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'GT'}, 'unique_keywords': [{'agent': 'Ben', 'code': 'WCT', 'unique_terms': ['indicated teacher']}, {'agent': 'Cam', 'code': 'GT', 'unique_terms': ['indicating dealing', 'group', 'indicating']}], 'shared_keywords': [{'term': 'teacher', 'agents': ['Ava', 'Ben', 'Cam']}, {'term': 'class', 'agents': ['Ava', 'Ben']}, {'term': 'text', 'agents': ['Ava', 'Ben']}, {'term': 'teacher addressing', 'agents': ['Ava', 'Cam']}, {'term': 'addressing class', 'agents': ['Ava', 'Ben']}], 'agent_keywords': {'Ava': ['class', 'text', 'addressing class', 'teacher addressing', 'teacher'], 'Ben': ['class', 'teacher', 'indicated teacher', 'text', 'addressing class'], 'Cam': ['group', 'indicating dealing', 'indicating', 'teacher addressing', 'teacher']}}",GT,0.6708782911300659,0.44321808218955994,0.5157232284545898
227,3,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'GT'}",True,"{('Ava', 'Ben'): 0.6098961234092712, ('Ava', 'Cam'): 0.44321808218955994, ('Ben', 'Cam'): 0.4544972777366638}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'GT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'WCT', 'unique_terms': ['addressing class']}, {'agent': 'Ben', 'code': 'WCT', 'unique_terms': ['teacher class']}, {'agent': 'Cam', 'code': 'GT', 'unique_terms': ['requires', 'group']}], 'shared_keywords': [{'term': 'teacher', 'agents': ['Ava', 'Ben', 'Cam']}, {'term': 'indicating', 'agents': ['Ben', 'Cam']}, {'term': 'class', 'agents': ['Ava', 'Ben']}, {'term': 'text', 'agents': ['Ava', 'Ben']}, {'term': 'teacher addressing', 'agents': ['Ava', 'Cam']}], 'agent_keywords': {'Ava': ['class', 'text', 'addressing class', 'teacher addressing', 'teacher'], 'Ben': ['class', 'teacher class', 'teacher', 'text', 'indicating'], 'Cam': ['group', 'requires', 'indicating', 'teacher addressing', 'teacher']}}",GT,0.6098961234092712,0.44321808218955994,0.4544972777366638
228,1,"{'Ava': 'NONE', 'Ben': 'WCT', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.3839148283004761, ('Ava', 'Cam'): 0.3839148283004761, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'NONE', 'Ben': 'WCT', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'NONE', 'unique_terms': ['prices', 'group', 'present', 'addressing group']}], 'shared_keywords': [{'term': 'addressing', 'agents': ['Ava', 'Ben', 'Cam']}, {'term': 'class', 'agents': ['Ben', 'Cam']}, {'term': 'class addressing', 'agents': ['Ben', 'Cam']}], 'agent_keywords': {'Ava': ['group', 'addressing group', 'addressing', 'prices', 'present'], 'Ben': ['class addressing', 'class', 'addressing'], 'Cam': ['class addressing', 'class', 'addressing']}}",Other,0.3839148283004761,0.3839148283004761,1.0000001192092896
228,2,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 1.0000001192092896, ('Ava', 'Cam'): 1.0000001192092896, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",Other,1.0000001192092896,1.0000001192092896,1.0000001192092896
229,1,"{'Ava': 'WCT', 'Ben': 'NONE', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.2816160321235657, ('Ava', 'Cam'): 0.3468783497810364, ('Ben', 'Cam'): 0.11481168866157532}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'WCT', 'Ben': 'NONE', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'WCT', 'unique_terms': ['teacher', 'love head', 'indicates teacher', 'love', 'teacher addressing']}, {'agent': 'Ben', 'code': 'NONE', 'unique_terms': ['provided', 'text does', 'text']}, {'agent': 'Cam', 'code': 'WCT', 'unique_terms': ['addressing', 'class']}], 'shared_keywords': [], 'agent_keywords': {'Ava': ['teacher addressing', 'teacher', 'love head', 'love', 'indicates teacher'], 'Ben': ['text does', 'provided', 'text'], 'Cam': ['class', 'addressing']}}",GT,0.2816160321235657,0.3468783497810364,0.11481168866157532
229,2,"{'Ava': 'WCT', 'Ben': 'NONE', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.28357386589050293, ('Ava', 'Cam'): 0.8978047370910645, ('Ben', 'Cam'): 0.3539082407951355}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'WCT', 'Ben': 'NONE', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ben', 'code': 'NONE', 'unique_terms': ['teacher addressing', 'teacher', 'group student', 'does']}], 'shared_keywords': [{'term': 'class', 'agents': ['Ava', 'Ben', 'Cam']}, {'term': 'head', 'agents': ['Ava', 'Cam']}, {'term': 'love head', 'agents': ['Ava', 'Cam']}, {'term': 'love', 'agents': ['Ava', 'Cam']}, {'term': 'addressing class', 'agents': ['Ava', 'Cam']}], 'agent_keywords': {'Ava': ['class', 'love head', 'love', 'head', 'addressing class'], 'Ben': ['does', 'group student', 'teacher addressing', 'teacher', 'class'], 'Cam': ['class', 'love head', 'love', 'head', 'addressing class']}}",GT,0.28357386589050293,0.8978047370910645,0.3539082407951355
229,3,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'NONE'}",True,"{('Ava', 'Ben'): 0.8870480060577393, ('Ava', 'Cam'): 0.824938178062439, ('Ben', 'Cam'): 0.6983515024185181}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'NONE'}, 'unique_keywords': [{'agent': 'Ben', 'code': 'WCT', 'unique_terms': ['love head']}, {'agent': 'Cam', 'code': 'NONE', 'unique_terms': ['group', 'does']}], 'shared_keywords': [{'term': 'relaxation', 'agents': ['Ava', 'Ben']}, {'term': 'teacher', 'agents': ['Ava', 'Ben', 'Cam']}, {'term': 'class', 'agents': ['Ava', 'Ben', 'Cam']}, {'term': 'teaching', 'agents': ['Ava', 'Ben']}, {'term': 'teacher addressing', 'agents': ['Ava', 'Cam']}], 'agent_keywords': {'Ava': ['teacher', 'class', 'teaching', 'teacher addressing', 'relaxation'], 'Ben': ['class', 'teaching', 'relaxation', 'teacher', 'love head'], 'Cam': ['group', 'does', 'teacher', 'class', 'teacher addressing']}}",GT,0.8870480060577393,0.824938178062439,0.6983515024185181
230,1,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 0.43871939182281494, ('Ava', 'Cam'): 0.43871939182281494, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",GT,0.43871939182281494,0.43871939182281494,1.0000001192092896
231,1,"{'Ava': 'GT', 'Ben': 'WCT', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.3498883843421936, ('Ava', 'Cam'): 0.3498883843421936, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'GT', 'Ben': 'WCT', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'GT', 'unique_terms': ['teacher', 'group', 'text suggesting', 'text', 'teacher addressing']}], 'shared_keywords': [{'term': 'addressing', 'agents': ['Ben', 'Cam']}, {'term': 'class', 'agents': ['Ben', 'Cam']}, {'term': 'class addressing', 'agents': ['Ben', 'Cam']}], 'agent_keywords': {'Ava': ['group', 'text suggesting', 'text', 'teacher addressing', 'teacher'], 'Ben': ['class addressing', 'class', 'addressing'], 'Cam': ['class addressing', 'class', 'addressing']}}",Other,0.3498883843421936,0.3498883843421936,1.0000001192092896
231,2,"{'Ava': 'WCT', 'Ben': 'GT', 'Cam': 'GT'}",True,"{('Ava', 'Ben'): 0.26193422079086304, ('Ava', 'Cam'): 0.2802514433860779, ('Ben', 'Cam'): 0.8235888481140137}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'WCT', 'Ben': 'GT', 'Cam': 'GT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'WCT', 'unique_terms': ['addressing', 'class']}, {'agent': 'Ben', 'code': 'GT', 'unique_terms': ['group discussion', 'discussion', 'right']}, {'agent': 'Cam', 'code': 'GT', 'unique_terms': ['teacher addressing', 'repetition right', 'task suggesting']}], 'shared_keywords': [{'term': 'teacher', 'agents': ['Ben', 'Cam']}, {'term': 'group', 'agents': ['Ben', 'Cam']}], 'agent_keywords': {'Ava': ['class', 'addressing'], 'Ben': ['teacher', 'right', 'group discussion', 'group', 'discussion'], 'Cam': ['group', 'teacher addressing', 'task suggesting', 'repetition right', 'teacher']}}",Other,0.26193422079086304,0.2802514433860779,0.8235888481140137
231,3,"{'Ava': 'Other', 'Ben': 'WCT', 'Cam': 'GT'}",True,"{('Ava', 'Ben'): 0.3397819995880127, ('Ava', 'Cam'): 0.6682799458503723, ('Ben', 'Cam'): 0.2953827381134033}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'Other', 'Ben': 'WCT', 'Cam': 'GT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'Other', 'unique_terms': ['indicates repeating']}, {'agent': 'Ben', 'code': 'WCT', 'unique_terms': ['addressing']}, {'agent': 'Cam', 'code': 'GT', 'unique_terms': ['teacher', 'indicates']}], 'shared_keywords': [{'term': 'text indicates', 'agents': ['Ava', 'Cam']}, {'term': 'class', 'agents': ['Ava', 'Ben']}, {'term': 'text', 'agents': ['Ava', 'Cam']}, {'term': 'teacher addressing', 'agents': ['Ava', 'Cam']}], 'agent_keywords': {'Ava': ['class', 'indicates repeating', 'text indicates', 'text', 'teacher addressing'], 'Ben': ['class', 'addressing'], 'Cam': ['text indicates', 'text', 'teacher addressing', 'teacher', 'indicates']}}",Other,0.3397819995880127,0.6682799458503723,0.2953827381134033
232,1,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 1.0000001192092896, ('Ava', 'Cam'): 0.41411224007606506, ('Ben', 'Cam'): 0.41411224007606506}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",WCT,1.0000001192092896,0.41411224007606506,0.41411224007606506
233,1,"{'Ava': 'GT', 'Ben': 'WCT', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.7718197107315063, ('Ava', 'Cam'): 0.2850273549556732, ('Ben', 'Cam'): 0.3498461842536926}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'GT', 'Ben': 'WCT', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'GT', 'unique_terms': ['students posters', 'students']}, {'agent': 'Ben', 'code': 'WCT', 'unique_terms': ['presence buttons', 'presence']}, {'agent': 'Cam', 'code': 'WCT', 'unique_terms': ['addressing', 'class']}], 'shared_keywords': [{'term': 'teacher', 'agents': ['Ava', 'Ben']}, {'term': 'using', 'agents': ['Ava', 'Ben']}, {'term': 'teacher addressing', 'agents': ['Ava', 'Ben']}], 'agent_keywords': {'Ava': ['students posters', 'students', 'using', 'teacher addressing', 'teacher'], 'Ben': ['presence buttons', 'presence', 'using', 'teacher addressing', 'teacher'], 'Cam': ['class', 'addressing']}}",WCT,0.7718197107315063,0.2850273549556732,0.3498461842536926
233,2,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 0.3493046462535858, ('Ava', 'Cam'): 0.5998666286468506, ('Ben', 'Cam'): 0.2505000829696655}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",WCT,0.3493046462535858,0.5998666286468506,0.2505000829696655
234,1,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'Other'}",True,"{('Ava', 'Ben'): 0.5726844072341919, ('Ava', 'Cam'): 0.367241770029068, ('Ben', 'Cam'): 0.1028667688369751}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'Other'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'WCT', 'unique_terms': ['teacher addressing', 'sentence', 'teacher', 'sentence text']}, {'agent': 'Ben', 'code': 'WCT', 'unique_terms': ['addressing', 'class']}, {'agent': 'Cam', 'code': 'Other', 'unique_terms': ['specify particular', 'specify', 'action']}], 'shared_keywords': [{'term': 'text', 'agents': ['Ava', 'Cam']}], 'agent_keywords': {'Ava': ['teacher addressing', 'teacher', 'sentence text', 'sentence', 'text'], 'Ben': ['class', 'addressing'], 'Cam': ['specify particular', 'specify', 'action', 'text']}}",WCT,0.5726844072341919,0.367241770029068,0.1028667688369751
234,2,"{'Ava': 'WCT', 'Ben': 'Other', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.6267000436782837, ('Ava', 'Cam'): 0.419960081577301, ('Ben', 'Cam'): 0.42034605145454407}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'WCT', 'Ben': 'Other', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'WCT', 'unique_terms': ['teacher', 'text']}, {'agent': 'Ben', 'code': 'Other', 'unique_terms': ['student', 'group student', 'does']}, {'agent': 'Cam', 'code': 'WCT', 'unique_terms': ['wct', 'action']}], 'shared_keywords': [{'term': 'group', 'agents': ['Ben', 'Cam']}, {'term': 'text does', 'agents': ['Ben', 'Cam']}, {'term': 'teacher addressing', 'agents': ['Ava', 'Cam']}], 'agent_keywords': {'Ava': ['teacher addressing', 'teacher', 'text'], 'Ben': ['text does', 'student', 'group student', 'group', 'does'], 'Cam': ['group', 'wct', 'action', 'text does', 'teacher addressing']}}",WCT,0.6267000436782837,0.419960081577301,0.42034605145454407
234,3,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 0.6532941460609436, ('Ava', 'Cam'): 0.302558958530426, ('Ben', 'Cam'): 0.39006945490837097}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",WCT,0.6532941460609436,0.302558958530426,0.39006945490837097
235,1,"{'Ava': 'GT', 'Ben': 'WCT', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.511896550655365, ('Ava', 'Cam'): 0.1392277181148529, ('Ben', 'Cam'): 0.46715864539146423}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'GT', 'Ben': 'WCT', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'GT', 'unique_terms': ['person singular', 'papers group', 'person', 'papers']}, {'agent': 'Ben', 'code': 'WCT', 'unique_terms': ['routine', 'students']}], 'shared_keywords': [{'term': 'teacher', 'agents': ['Ava', 'Ben']}, {'term': 'addressing', 'agents': ['Ben', 'Cam']}, {'term': 'class', 'agents': ['Ben', 'Cam']}], 'agent_keywords': {'Ava': ['teacher', 'person singular', 'person', 'papers group', 'papers'], 'Ben': ['routine', 'teacher', 'students', 'class', 'addressing'], 'Cam': ['class', 'addressing']}}",Other,0.511896550655365,0.1392277181148529,0.46715864539146423
235,2,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 0.46715882420539856, ('Ava', 'Cam'): 1.0000001192092896, ('Ben', 'Cam'): 0.46715882420539856}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",Other,0.46715882420539856,1.0000001192092896,0.46715882420539856
236,1,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 0.3323342800140381, ('Ava', 'Cam'): 0.3323342800140381, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",WCT,0.3323342800140381,0.3323342800140381,1.0000001192092896
237,1,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 0.4191659390926361, ('Ava', 'Cam'): 0.4191659390926361, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",Other,0.4191659390926361,0.4191659390926361,1.0000001192092896
238,1,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'GT'}",True,"{('Ava', 'Ben'): 1.0000001192092896, ('Ava', 'Cam'): 0.008830475620925426, ('Ben', 'Cam'): 0.008830475620925426}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'GT'}, 'unique_keywords': [{'agent': 'Cam', 'code': 'GT', 'unique_terms': ['directs specific', 'group', 'group perform', 'perform', 'group group']}], 'shared_keywords': [{'term': 'addressing', 'agents': ['Ava', 'Ben']}, {'term': 'class', 'agents': ['Ava', 'Ben']}, {'term': 'class addressing', 'agents': ['Ava', 'Ben']}], 'agent_keywords': {'Ava': ['class addressing', 'class', 'addressing'], 'Ben': ['class addressing', 'class', 'addressing'], 'Cam': ['group', 'perform', 'group perform', 'group group', 'directs specific']}}",WCT,1.0000001192092896,0.008830475620925426,0.008830475620925426
238,2,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'NONE'}",True,"{('Ava', 'Ben'): 1.0000001192092896, ('Ava', 'Cam'): 0.37063461542129517, ('Ben', 'Cam'): 0.37063461542129517}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'NONE'}, 'unique_keywords': [{'agent': 'Cam', 'code': 'NONE', 'unique_terms': ['prompts', 'reading prompts', 'reading', 'prompts learning', 'specific']}], 'shared_keywords': [{'term': 'addressing', 'agents': ['Ava', 'Ben']}, {'term': 'class', 'agents': ['Ava', 'Ben']}, {'term': 'class addressing', 'agents': ['Ava', 'Ben']}], 'agent_keywords': {'Ava': ['class addressing', 'class', 'addressing'], 'Ben': ['class addressing', 'class', 'addressing'], 'Cam': ['specific', 'reading prompts', 'reading', 'prompts learning', 'prompts']}}",WCT,1.0000001192092896,0.37063461542129517,0.37063461542129517
238,3,"{'Ava': 'NONE', 'Ben': 'GT', 'Cam': 'NONE'}",True,"{('Ava', 'Ben'): 0.5800573825836182, ('Ava', 'Cam'): 0.6472657918930054, ('Ben', 'Cam'): 0.6251775026321411}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'NONE', 'Ben': 'GT', 'Cam': 'NONE'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'NONE', 'unique_terms': ['involve class']}, {'agent': 'Ben', 'code': 'GT', 'unique_terms': ['context', 'involves', 'gt']}, {'agent': 'Cam', 'code': 'NONE', 'unique_terms': ['prompts', 'does']}], 'shared_keywords': [{'term': 'reading', 'agents': ['Ava', 'Cam']}, {'term': 'group', 'agents': ['Ava', 'Ben', 'Cam']}, {'term': 'text', 'agents': ['Ava', 'Cam']}, {'term': 'learning', 'agents': ['Ava', 'Ben']}], 'agent_keywords': {'Ava': ['learning', 'group', 'involve class', 'text', 'reading'], 'Ben': ['involves', 'learning', 'gt', 'context', 'group'], 'Cam': ['reading', 'prompts', 'does', 'group', 'text']}}",WCT,0.5800573825836182,0.6472657918930054,0.6251775026321411
239,1,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 0.6543508768081665, ('Ava', 'Cam'): 0.3287894129753113, ('Ben', 'Cam'): 0.4513809084892273}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",Other,0.6543508768081665,0.3287894129753113,0.4513809084892273
240,1,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 1.0000001192092896, ('Ava', 'Cam'): 1.0000001192092896, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",WCT,1.0000001192092896,1.0000001192092896,1.0000001192092896
241,1,"{'Ava': 'GT', 'Ben': 'WCT', 'Cam': 'Other'}",True,"{('Ava', 'Ben'): 0.05853617936372757, ('Ava', 'Cam'): 0.45226407051086426, ('Ben', 'Cam'): 0.2232602834701538}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'GT', 'Ben': 'WCT', 'Cam': 'Other'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'GT', 'unique_terms': ['group', 'specific', 'gt']}, {'agent': 'Ben', 'code': 'WCT', 'unique_terms': ['class']}, {'agent': 'Cam', 'code': 'Other', 'unique_terms': ['recording', 'screen recording', 'wct', 'context', 'screen']}], 'shared_keywords': [], 'agent_keywords': {'Ava': ['group', 'specific', 'gt'], 'Ben': ['class'], 'Cam': ['wct', 'screen recording', 'screen', 'recording', 'context']}}",Other,0.05853617936372757,0.45226407051086426,0.2232602834701538
241,2,"{'Ava': 'Other', 'Ben': 'WCT', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.3309142291545868, ('Ava', 'Cam'): 0.3309142291545868, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'Other', 'Ben': 'WCT', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'Other', 'unique_terms': ['recording', 'recording outside', 'students', 'group', 'screen']}], 'shared_keywords': [{'term': 'addressing', 'agents': ['Ben', 'Cam']}, {'term': 'class', 'agents': ['Ben', 'Cam']}, {'term': 'class addressing', 'agents': ['Ben', 'Cam']}], 'agent_keywords': {'Ava': ['students', 'group', 'screen', 'recording outside', 'recording'], 'Ben': ['class addressing', 'class', 'addressing'], 'Cam': ['class addressing', 'class', 'addressing']}}",Other,0.3309142291545868,0.3309142291545868,1.0000001192092896
